flow,extraction,vzmean,divergence
2.0,0.001885,48.096189835543754,18.241824932644413
5.0,0.009017,63.85337609404459,15.581268061572564
10.0,0.020958,79.97676767439641,14.67653682732081
30.0,0.046943,108.43703338921672,12.218593934721744
70.0,0.061891,126.62787786350196,12.280408278851368
