flow,extraction,vzmean,divergence
2.0,0.03,72.03288291333332,16.576868392485466
5.0,0.10041,94.75811926501345,14.38213000381902
10.0,0.19294,115.02681637192909,13.870404093499832
30.0,0.28025,144.70762843175734,10.983937034510287
70.0,0.36153,161.98426991674273,9.699072302187684
