flow,extraction,vzmean,divergence
2.0,0.00446,64.44243459641255,20.129590592521605
5.0,0.02055,85.05655797080291,18.228481108938784
10.0,0.06428,103.7434016630367,16.595380364317705
30.0,0.19303,134.47559586540953,13.020567806988279
70.0,0.30527,155.21597581419726,11.333382266698651
