x y z xnext ynext znext vx vy vz collides time
0.020708621020578046 -0.006092843059832713 0.058616214754302315 0.020712336341781948 -0.0060943229152948235 0.05862198647693428 6.593628186074546 -2.626318466364704 10.243150171870067 9388.0 0.014827479200612134
0.018710594929968016 -0.010749850602944476 0.049903090364156945 0.01872284133798309 -0.010751157026428437 0.04990087802512011 16.42028660712648 -1.7516849030778132 -2.966358871291797 9552.0 0.015408369680618835
0.009694930602304789 -0.019289560548213014 0.04525400031515658 0.009696266701628375 -0.019296278459948166 0.04526757783708532 1.9614649921929423 -9.862252346453895 19.932525579350653 4986.0 0.008117903057676549
0.021054361313962204 0.004684421802812302 0.030810699887935906 0.021092824655294117 0.0047033875350366875 0.03081858300418303 12.295539107438085 6.062757269417087 2.5199881432179234 15750.0 0.02590522553475346
0.001912926926465487 0.005401988121593387 0.08176512534139346 0.002044821875431733 0.005542681154413534 0.08225052247330905 9.559257484056316 10.196910021814086 35.179786658782874 18127.0 0.029766237217209023
0.018379574752018176 -0.011206578849284157 0.05275776608902469 0.018406471099120296 -0.011296853710446825 0.052769960398656744 4.454804650028797 -14.952099991915773 2.019726583931082 12567.0 0.020046787268128297
-0.008425268922916708 -0.01983570156419196 0.03421713053437566 -0.00852649273739121 -0.019870751377484012 0.03417318093637292 -25.616890402561022 -8.870118463663287 -11.12240277762311 8995.0 0.014554003385957496
-0.0045809170693986885 0.012435370543589055 0.019106913643418388 -0.004519910451589122 0.012484039391933405 0.018936562142868502 10.8237176594164 8.634766066405325 -30.223549690387326 6522.0 0.010653026923181251
0.0001952148732940253 0.004426405360265281 0.08234661047688709 0.00029315630129463663 0.004543036981305447 0.08234995370729767 20.840311415419734 24.817274497438618 0.7113839803262973 4603.0 0.007755842159141745
-0.0042347970568431745 0.0001773729565735848 0.0634888161486681 -0.004217168736692842 0.00017866472796897236 0.06352074916652094 8.236303940108375 0.6035414459697699 14.919744962539633 8495.0 0.013706899948928323
0.019499802464745187 -0.009146256916299715 0.050437177219391706 0.019547852476527183 -0.009228757929217301 0.05042123831322381 13.26307858868067 -22.77246929586989 -4.3995611506094505 3257.0 0.004953276479066942
0.004066867631955685 -0.0018596882444641331 0.06348256919192843 0.004030811691071802 -0.0018612485664313233 0.0635110275517512 -14.311649532262624 -0.6193370802285513 11.295949074194027 4568.0 0.006966874961883669
0.010721427046531512 -0.0025229268407648653 0.06348186160595878 0.01071313836667646 -0.002446255005827499 0.06351770907439573 -1.974444982087978 18.26398442295994 8.539219201805922 11973.0 0.019510365336422718
0.01677114549797972 -0.013523745838859009 0.05490962629904367 0.016812580626807863 -0.013550468435886002 0.05491376361373471 11.303010538980525 -7.289606774913486 1.1286102608711297 9161.0 0.014959685435970831
-0.0189232876129957 0.010333117711070467 0.05134130390299169 -0.018943349923565167 0.01037222848112245 0.05138980236769711 -5.592606150095274 10.902589328896521 13.519520149112857 4996.0 0.007879209015709897
-0.013014995719534543 0.00339503943711916 0.019051561940301037 -0.013015065671375456 0.003371725389965251 0.019036494344652346 -0.04576056316579557 -15.251406017463925 -9.856805102439528 2703.0 0.00423468874939045
0.004430909173014432 -0.00824531028066708 0.06349750188157388 0.0044287993716408455 -0.008258799846291989 0.06351194829685106 -1.6143799994418606 -10.321959791405241 11.054122999004678 3783.0 0.006152164867681606
0.015619021416304396 0.014873840644532005 0.05453884191786978 0.015745521879838086 0.014899939761571132 0.05450341503711133 18.00496398475169 3.7147188966476152 -5.042350789316736 14390.0 0.0236983659765294
0.013530642118272679 -0.0013869880140904 0.06347004447000182 0.013544592961360583 -0.001470542921740669 0.06355813925688437 1.9062203665136306 -11.41680582897544 12.037127496960956 9331.0 0.01549384950942169
0.009374818763334397 0.019410441645495775 0.041424936470981805 0.009439561233548959 0.01948094797421182 0.04143420733311052 9.639952846479686 10.498173485635766 1.380402593087003 6560.0 0.01030768880086766
0.0034456097464663354 -0.0005815751936647417 0.0641222822557685 0.003463789300340459 -0.0005803352625048335 0.06413695706042732 20.629515242341263 1.4070300591472618 16.652449696165267 12619.0 0.020561625053420317
-0.014691174839728932 -0.0158195784811719 0.054822322868342425 -0.014684807192595007 -0.015838420531145807 0.054834180087079624 7.399756588032211 -21.89609136530912 13.779113481161609 10947.0 0.01770910620688575
-0.001882313068268553 -0.021496943429618543 0.03188659480209668 -0.001870686244967392 -0.02151295976502006 0.031876608772925384 12.162450100921367 -16.754179114523957 -10.446067541945906 7717.0 0.012607337654251505
0.016826431778443472 0.013516703822858068 0.021972572787654927 0.016843980060587672 0.0135508942344476 0.0219609044317143 9.709865624874176 18.918336248841218 -6.456368054472466 15332.0 0.0247760217431637
0.007952530599435209 0.0030038996730484074 0.06347031432446476 0.007941682453015285 0.002990381850575634 0.06351879645153327 -4.664668279354065 -5.812620447201206 20.84715964348645 7673.0 0.01231165131925592
