ITEM: TIMESTEP
500000
ITEM: NUMBER OF CELLS
37563
ITEM: BOX BOUNDS oo ao pp
0 0.35
0 0.03
-0.1 0.1
ITEM: CELLS xc yc f_out[1] f_out[2] f_out[3] f_out[4] f_out[5] f_out[6] 
0.00875 0.01875 0 0 0 0 0 0 
0.00875 0.02475 0 0 0 0 0 0 
0.00875 0.01425 0 0 0 0 0 0 
0.00875 0.02025 0 0 0 0 0 0 
0.00875 0.02625 0 0 0 0 0 0 
0.00875 0.01575 0 0 0 0 0 0 
0.00875 0.02175 0 0 0 0 0 0 
0.00875 0.02775 0 0 0 0 0 0 
0.00875 0.01725 0 0 0 0 0 0 
0.00875 0.02325 0 0 0 0 0 0 
0.00875 0.02925 0 0 0 0 0 0 
0.02625 0.02325 0 0 0 0 0 0 
0.02625 0.02925 0 0 0 0 0 0 
0.004375 0.013125 0 0 0 0 0 0 
0.013125 0.013125 0 0 0 0 0 0 
0.0021875 0.0001875 1.96381 1.36002e+22 9.04411e-05 33.4376 4.05719 1.70005 
0.0109375 0.0001875 1.91325 4.81727e+21 3.20349e-05 7.69586 6.82815 -1.88547 
0.0109375 0.0001875 2.01644 2.92928e+21 1.94797e-05 12.663 7.01977 -8.81059 
0.0153125 0.0001875 1.85527 2.67485e+21 1.77878e-05 2.43018 -1.46055 -4.62637 
0.0109375 0.0005625 2.05274 5.73623e+21 3.81459e-05 9.84921 6.15194 0.098371 
0.0109375 0.0005625 1.73046 2.36118e+21 1.57018e-05 3.71189 -0.639369 -5.08513 
0.0021875 0.0061875 0 0 0 0 0 0 
0.0021875 0.0065625 0 0 0 0 0 0 
0.0021875 0.0069375 0 0 0 0 0 0 
0.0021875 0.0073125 0 0 0 0 0 0 
0.0021875 0.0121875 0 0 0 0 0 0 
0.0021875 0.0125625 0 0 0 0 0 0 
0.0021875 0.0020625 0 0 0 0 0 0 
0.0021875 0.0024375 0 0 0 0 0 0 
0.0021875 0.0028125 0 0 0 0 0 0 
0.0021875 0.0076875 0 0 0 0 0 0 
0.0021875 0.0080625 0 0 0 0 0 0 
0.0021875 0.0084375 0 0 0 0 0 0 
0.0021875 0.0088125 0 0 0 0 0 0 
0.0021875 0.0031875 0 0 0 0 0 0 
0.0021875 0.0035625 0 0 0 0 0 0 
0.0021875 0.0039375 0 0 0 0 0 0 
0.0021875 0.0043125 0 0 0 0 0 0 
0.0021875 0.0091875 0 0 0 0 0 0 
0.0021875 0.0095625 0 0 0 0 0 0 
0.0021875 0.0099375 0 0 0 0 0 0 
0.0021875 0.0103125 0 0 0 0 0 0 
0.0021875 0.0046875 0 0 0 0 0 0 
0.0021875 0.0050625 0 0 0 0 0 0 
0.0021875 0.0054375 0 0 0 0 0 0 
0.0021875 0.0058125 0 0 0 0 0 0 
0.0021875 0.0106875 0 0 0 0 0 0 
0.0021875 0.0110625 0 0 0 0 0 0 
0.0021875 0.0114375 0 0 0 0 0 0 
0.0021875 0.0118125 0 0 0 0 0 0 
0.00765625 0.00046875 1.93409 5.34764e+21 3.55618e-05 40.1857 3.93362 0.336703 
0.00765625 0.00065625 1.92032 5.10876e+21 3.39732e-05 41.1558 10.4549 1.94608 
0.00109375 0.00084375 0 0 0 0 0 0 
0.00109375 0.00103125 0 0 0 0 0 0 
0.00109375 0.00121875 0 0 0 0 0 0 
0.00109375 0.00140625 0 0 0 0 0 0 
0.00546875 0.00609375 1.91092 3.16608e+21 2.10545e-05 -0.493308 1.09888 6.05761 
0.00546875 0.00628125 2.00136 3.28143e+21 2.18215e-05 0.872601 -0.855261 -3.96692 
0.00546875 0.00646875 1.96384 3.44567e+21 2.29137e-05 4.46494 2.71773 4.73903 
0.00546875 0.00665625 2.0116 3.24059e+21 2.15499e-05 -6.16657 3.54783 -4.715 
0.0120312 0.00609375 2.06394 2.53352e+21 1.68479e-05 -0.955342 -0.559839 -1.82952 
0.0120312 0.00628125 2.04173 2.60416e+21 1.73177e-05 2.28644 -3.6049 -1.86232 
0.0120312 0.00646875 2.06915 2.51324e+21 1.6713e-05 3.07885 1.26054 -0.666703 
0.0120312 0.00665625 1.96886 2.43044e+21 1.61624e-05 -1.14761 -1.73418 -1.38495 
0.00546875 0.00684375 2.04904 3.11095e+21 2.06878e-05 2.91219 3.6552 0.908839 
0.00546875 0.00703125 1.86293 2.9939e+21 1.99095e-05 -4.02142 2.01189 1.58136 
0.00546875 0.00721875 2.0881 3.19835e+21 2.1269e-05 0.596533 2.28543 1.14206 
0.00546875 0.00740625 1.95743 3.11738e+21 2.07306e-05 6.86938 0.569382 -0.379439 
0.0120312 0.00684375 1.92258 2.48059e+21 1.64959e-05 4.10919 -2.53667 1.19599 
0.0120312 0.00703125 1.97238 2.53942e+21 1.68872e-05 -0.362469 -3.80188 -0.813278 
0.0120312 0.00740625 2.09107 2.57265e+21 1.71081e-05 1.85395 -1.27262 1.51938 
0.00546875 0.0120938 2.00457 2.91648e+21 1.93946e-05 -1.51598 -0.920542 -1.04717 
0.00546875 0.0122813 2.02092 2.92725e+21 1.94662e-05 0.609329 -0.196205 -0.840643 
0.00546875 0.0124688 1.93561 2.81275e+21 1.87048e-05 3.18362 3.469 -0.121637 
0.00546875 0.0126563 1.92938 3.06176e+21 2.03607e-05 -0.287138 -2.334 -1.31209 
0.00546875 0.00178125 1.93425 3.52075e+21 2.3413e-05 1.67592 22.2531 -4.95556 
